name,year_of_data,district,Municipal_status,Distance_from_Tel Aviv _District border_Km,Number_of_councillors,Area,Population_density,Total population,Jews_and_others,Jews_percent_of_Jews_and_others,Arab_percentages,Muslims_percent_of_the_Arab_population,Christians_percent_of_the_Arab_population,Druze_percentage_of_the_Arab_population,Total_men,Total_woman,Age_0-4,Age_5-9,Age_10-14,Age_15-19,Age_20-29,Age_30-44,Age_45-59,Age_60-64,Age_65+,Age_0-17,Age_75+,Percentage_of_population_growth_compared_to_the_previous_year,migration_balance,Number_of_families_with_child,Average_monthly_salary_of_employee,Average_monthly_income_of_the_self-employed,Number_of_employees,Number_of_self-employed,Percentage_degree_35-55,Percentage_of_higher_education_within_8_years_out_of_school,Percentage_of_students_20-25,Percentage_of_total_students,Start_of_construction_apartments,Socioeconomic_cluster,Cluster_Most_peripheral,Residence_Percentage,Education_Percentage,Health_Percentage_of_Area,Public_utilities_Percentage,Culture_percentage,Commercial_Offices_Percentage,Industry_Percentage,Infrastructure_transportation_percentage,Agricultural_structures_percentage,Gardening_park_Percentage,Forest_percent,Plant_Percentage,crops Percentage,Open_space_percentage,Weighted_Average_Salary,Latitude,Longitude
קדומים,2016,אזור יהודה והשומרון,מועצה מקומית,34.5,9.0,9.201761658031089,467.3018232597948,4300.0,100.0,99.6,0.0,0.0,0.0,0.0,2.1,2.2,15.3,14.9,12.0,7.4,12.7,18.0,9.3,3.6,7.0,46.5,1.6,-0.3,230.0,632,"8,878","9,761","1,735",108,52.3,37.44498902706657,19.4,4.8,207.89350180505411,5,5,28.1,2.6,0.4,0.4,1.3,0.4,0.0,0.4,1.8,0.0,0.0,9.2,2.2,53.2,8929.743896,31.6797866,34.581943
קדומים,2017,אזור יהודה והשומרון,מועצה מקומית,34.5,9.0,9.201761658031089,489.03679178350615,4500.0,100.0,99.6,0.0,0.0,0.0,0.0,2.2,2.3,15.0,14.9,12.8,6.9,12.6,18.0,9.2,3.3,7.4,46.9,1.6,3.6,214.0,643,"8,672","8,251","1,785",114,52.3,37.44498902706657,19.4,4.8,207.89350180505411,5,5,28.1,2.6,0.4,0.4,1.3,0.4,0.0,0.4,1.8,0.0,0.0,9.2,2.2,53.2,8646.726698,31.6797866,34.581943
קדומים,2018,אזור יהודה והשומרון,מועצה מקומית,34.5,9.0,9.201761658031089,499.36090183226906,4595.0,100.0,99.6,0.0,0.0,0.0,0.0,"2,275","2,320",14.8,14.6,12.8,7.5,12.9,17.4,9.3,3.0,7.8,46.7,1.8,2.5,-285.0,667,"9,535","9,609","1,842",120,51.1,37.44498902706657,20.7,4.3,0.0,5,5,28.1,2.6,0.4,0.4,1.3,0.4,0.0,0.4,1.8,0.0,0.0,9.2,2.2,53.2,9539.525994,31.6797866,34.581943
קדומים,2019,אזור יהודה והשומרון,מועצה מקומית,34.5,9.0,9.201761658031089,493.8184848587227,4544.0,100.0,99.4,0.0,0.0,0.0,0.0,"2,240","2,304",13.2,14.8,13.2,8.3,12.4,17.5,9.2,3.2,8.2,46.5,1.9,-1.1,354.0,679,"9,601","9,643","1,856",157,54.4,37.44498902706657,22.1,4.2,207.89350180505411,5,5,28.1,0.4,0.4,0.4,1.3,0.4,0.0,0.4,1.8,0.0,0.0,9.2,2.2,53.2,9604.275708,31.6797866,34.581943
קדומים,2020,אזור יהודה והשומרון,מועצה מקומית,34.5,9.0,9.201761658031089,498.3828282487021,4586.0,100.0,99.4,0.0,0.0,0.0,0.0,"2,264","2,322",12.5,13.7,13.3,9.0,13.1,17.3,9.6,3.2,8.3,45.7,1.9,0.9,24.0,690,"9,102","9,843","2,129",161,55.4,35.8,23.1,5.0,207.89350180505411,5,5,28.1,2.6,0.4,0.4,1.3,0.4,0.0,0.4,1.8,0.0,0.0,9.2,2.2,53.2,9154.096507,31.6797866,34.581943
קדומים,2021,אזור יהודה והשומרון,מועצה מקומית,34.6,9.0,9.201761658031089,494.2531842291969,4548.0,100.0,99.5,0.0,0.0,0.0,0.0,"2,242","2,306",10.8,13.1,14.4,9.7,12.6,16.5,10.8,2.8,9.2,44.6,2.7,-0.9,173.0,716,"9,964","9,808","1,970",135,56.2,37.44498902706657,24.3,4.4,207.89350180505411,5,5,41.7,3.2,0.0,0.9,1.9,0.0,0.9,0.5,2.3,2.8,0.0,21.3,4.6,19.9,9953.995249,31.6797866,34.581943
קדומים,2022,אזור יהודה והשומרון,מועצה מקומית,34.6,9.0,9.201761658031089,498.8175276191763,4590.0,100.0,99.5,0.0,0.0,0.0,0.0,"2,266","2,324",11.2,13.8,13.9,9.4,13.0,16.7,10.2,2.8,9.0,45.2,2.3,0.1,678.0,702,"9,102","9,843","2,129",161,56.0,37.44498902706657,25.3,5.0,207.89350180505411,5,5,41.7,3.2,0.0,0.9,1.9,0.0,0.9,0.5,2.3,2.8,0.0,21.3,4.6,19.9,9154.096507,31.6797866,34.581943
קדימה-צורן,2016,המרכז,מועצה מקומית,16.7,13.0,10.49,2040.0381315538607,21400.0,99.9,98.1,0.0,0.0,0.0,0.0,10.7,10.7,8.8,10.0,9.6,8.6,12.6,19.1,20.7,3.5,7.2,33.6,2.8,4.3,-16.0,"2,396","12,316","11,961","9,834","1,038",47.4,51.0,11.2,3.2,96.0,8,6,29.0,1.2,0.1,0.1,0.7,1.0,0.2,1.7,2.2,0.2,11.0,9.7,33.6,9.3,12282.10651,32.281965650000004,34.91045480112891
קדימה-צורן,2017,המרכז,מועצה מקומית,16.7,13.0,10.49,2097.2354623450906,22000.0,99.9,98.1,0.0,0.0,0.0,0.0,11,11,8.5,10.0,9.7,8.6,12.6,18.6,20.9,3.7,7.4,33.3,2.8,2.7,-15.0,"2,315","12,558","12,982","9,906","1,132",47.4,51.0,11.2,3.2,96.0,8,6,29.0,1.2,0.1,0.1,0.7,1.0,0.2,1.7,2.2,0.2,11.0,9.7,33.6,9.3,12601.48324,32.281965650000004,34.91045480112891
קדימה-צורן,2018,המרכז,מועצה מקומית,16.7,13.0,10.49,2143.946615824595,22490.0,99.9,98.1,0.0,0.0,0.0,0.0,"11,215","11,275",8.3,9.7,9.6,8.7,12.7,18.0,21.1,3.9,8.0,32.9,3.1,2.3,14.0,"2,249","13,135","12,363","10,334","1,149",47.3,56.8,9.8,3.0,50.0,8,6,29.0,1.2,0.1,0.1,0.7,1.0,0.2,1.7,2.2,0.2,11.0,9.7,33.6,9.3,13057.75294,32.281965650000004,34.91045480112891
קדימה-צורן,2019,המרכז,מועצה מקומית,16.7,13.0,10.49,2162.3450905624404,22683.0,99.9,97.9,0.0,0.0,0.0,0.0,"11,302","11,381",7.8,9.6,9.8,8.5,12.8,17.5,21.4,4.3,8.3,32.5,3.0,0.9,-1.0,"2,151","13,263","12,874","10,645","1,371",49.0,35.8,11.3,3.2,72.0,8,6,29.0,0.1,0.1,0.1,0.7,1.0,0.2,1.7,2.2,0.2,11.0,9.7,33.6,9.3,13218.61593,32.281965650000004,34.91045480112891
קדימה-צורן,2020,המרכז,מועצה מקומית,16.7,13.0,10.49,2165.586273,22717.0,99.9,98.0,0.0,0.0,0.0,0.0,"11,327","11,390",7.2,9.2,9.9,8.9,13.1,16.8,21.5,4.6,8.8,31.8,3.2,0.1,446.0,"2,062","12,692","12,930","11,192","1,334",50.1,42.3,14.4,3.7,30.0,8,6,29.0,1.2,0.1,0.1,0.7,1.0,0.2,1.7,2.2,0.2,11.0,9.7,33.6,9.3,12717.34664,32.281965650000004,34.91045480112891
קדימה-צורן,2021,המרכז,מועצה מקומית,17.2,13.0,10.85,2140.0921658986176,23220.0,99.9,97.9,0.0,0.0,0.0,0.0,"11,590","11,630",6.6,8.7,9.9,9.1,13.0,16.0,21.7,5.3,9.7,30.9,3.8,1.3,-184.0,"1,867","15,667","13,709","10,507","1,040",52.3,46.8,12.0,3.3,32.0,8,6,31.8,1.5,0.0,0.6,0.8,0.5,1.4,1.6,0.0,0.4,12.0,9.6,37.3,2.5,15490.64943,32.281965650000004,34.91045480112891
קדימה-צורן,2022,המרכז,מועצה מקומית,17.2,13.0,10.61,2160.226201696513,22920.0,99.9,98.0,0.0,0.0,0.0,0.0,"11,456","11,464",6.8,9.0,10.0,8.9,13.0,16.3,22.0,4.9,9.0,31.2,3.4,0.9,193.0,"1,966","12,692","12,930","11,192","1,334",51.5,46.9,12.9,3.6,44.0,8,6,31.8,1.5,0.0,0.6,0.8,0.5,1.4,1.6,0.0,0.4,12.0,9.6,37.3,2.5,12717.34664,32.281965650000004,34.91045480112891
קלנסווה,2016,המרכז,עירייה,23.0,13.0,8.34,2625.89928057554,21900.0,0.0,0.0,100.0,99.9,0.1,0.0,11.2,10.7,11.3,11.7,11.5,11.8,16.7,18.2,12.8,2.3,3.7,41.8,1.2,2.1,-561.0,"3,307","6,038","7,239","7,685",678,10.3,19.3,13.5,2.4,47.0,2,6,28.7,0.6,0.2,0.0,0.2,5.2,0.1,2.6,3.8,0.0,0.0,3.7,38.8,16.1,6135.366734,32.2848603,34.9801701
קלנסווה,2017,המרכז,עירייה,23.0,13.0,8.34,2685.851318944844,22400.0,0.0,0.0,0.0,99.9,0.0,0.0,11.4,10.9,11.2,11.7,11.0,11.7,17.0,18.0,13.1,2.4,3.9,41.1,1.3,2.2,-53.0,"3,380","6,204","7,964","8,204",701,10.3,19.3,13.5,2.4,47.0,2,6,28.7,0.6,0.2,0.0,0.2,5.2,0.1,2.6,3.8,0.0,0.0,3.7,38.8,16.1,6342.546884,32.2848603,34.9801701
קלנסווה,2018,המרכז,עירייה,23.0,13.0,8.34,2732.3741007194244,22788.0,0.0,0.0,100.0,99.9,0.0,0.0,"11,676","11,112",11.3,11.4,10.7,11.3,17.5,17.9,13.3,2.5,4.0,40.2,1.4,1.9,649.0,"3,418","6,547","8,316","8,673",749,10.6,24.2,14.2,2.7,92.0,2,6,28.7,0.6,0.2,0.0,0.2,5.2,0.1,2.6,3.8,0.0,0.0,3.7,38.8,16.1,6687.6263,32.2848603,34.9801701
קלנסווה,2019,המרכז,עירייה,23.0,13.0,8.34,2774.9400479616306,23143.0,0.0,0.0,100.0,99.9,0.0,0.0,"11,854","11,290",11.3,10.9,10.6,11.2,17.7,17.8,13.7,2.7,4.2,39.3,1.4,1.6,16.0,"3,450","6,779","8,282","9,184",847,11.7,26.0,16.1,2.9,89.0,3,6,28.7,0.2,0.2,0.0,0.2,5.2,0.1,2.6,3.8,0.0,0.0,3.7,38.8,16.1,6905.910677,32.2848603,34.9801701
קלנסווה,2020,המרכז,עירייה,23.0,44.0,8.41,2795.719381688466,23512.0,0.0,0.0,99.8,99.9,0.0,0.0,"12,033","11,479",11.2,10.4,10.7,10.7,18.2,17.8,13.7,2.8,4.4,38.6,1.5,1.6,30.0,"3,492","6,808","8,845","9,807",880,12.0,24.6,15.9,3.0,59.0,3,6,28.7,0.6,0.2,0.0,0.2,5.2,0.1,2.6,3.8,0.0,0.0,3.7,38.8,16.1,6975.732759,32.2848603,34.9801701
קלנסווה,2021,המרכז,עירייה,24.2,13.0,8.37,2891.8757467144565,24205.0,0.0,0.0,99.8,100.0,0.0,0.0,"12,379","11,826",10.7,10.3,10.3,10.1,18.5,18.1,14.0,3.2,4.8,37.2,1.6,1.4,41.0,"3,518","7,905","8,695","9,963",787,13.6,28.2,16.7,3.1,58.0,3,6,52.3,0.7,0.1,0.0,0.6,3.7,0.1,0.8,2.3,0.0,0.0,3.7,33.8,1.9,7962.835349,32.2848603,34.9801701
קלנסווה,2022,המרכז,עירייה,24.2,13.0,8.37,2852.688172043011,23877.0,0.0,0.0,99.8,99.9,0.0,0.0,"12,220","11,657",11.0,10.3,10.3,10.4,18.4,18.0,13.9,3.0,4.6,37.9,1.5,1.6,232.0,"3,500","6,808","8,845","9,807",880,12.9,24.2,18.1,3.2,63.0,3,6,52.3,0.7,0.1,0.0,0.6,3.7,0.1,0.8,2.3,0.0,0.0,3.7,33.8,1.9,6975.732759,32.2848603,34.9801701
קצרין,2016,הצפון,מועצה מקומית,153.1,9.0,9.42,742.9,7000.0,98.6,82.1,0.0,0.0,0.0,0.0,3.4,3.6,7.7,8.2,7.7,7.0,15.0,16.9,17.9,6.5,13.0,27.4,5.3,1.2,-3.0,891,"6,754","7,364","3,619",222,16.0,37.44498902706657,17.4,3.9,88.0,5,2,9.9,0.9,0.0,0.2,1.2,0.2,3.2,0.5,0.0,0.5,2.0,0.0,0.0,81.4,6789.256444,32.992564900000005,35.6843813688009
קצרין,2017,הצפון,מועצה מקומית,153.1,9.0,9.42,756.8,7100.0,98.6,81.6,0.0,0.0,0.0,0.0,3.5,3.7,7.6,8.1,8.2,6.9,14.8,16.9,17.3,6.0,14.1,27.8,5.5,1.8,-42.0,931,"6,549","7,786","3,492",244,16.0,37.44498902706657,17.4,3.9,88.0,5,2,9.9,0.9,0.0,0.2,1.2,0.2,3.2,0.5,0.0,0.5,2.0,0.0,0.0,81.4,6629.789079,32.992564900000005,35.6843813688009
קצרין,2018,הצפון,מועצה מקומית,153.1,9.0,9.42,757.2,7131.0,98.9,81.2,0.0,0.0,0.0,0.0,"3,438","3,692",7.4,8.5,7.6,6.7,14.4,17.1,17.5,6.0,14.8,27.2,5.5,0.1,173.0,948,"7,073","8,248","3,603",237,15.4,37.44498902706657,18.3,3.7,26.0,5,2,9.9,0.9,0.0,0.2,1.2,0.2,3.2,0.5,0.0,0.5,2.0,0.0,0.0,81.4,7145.519531,32.992564900000005,35.6843813688009
קצרין,2019,הצפון,מועצה מקומית,153.1,9.0,10.89,670.1,7297.0,99.0,81.1,0.0,0.0,0.0,0.0,"3,532","3,764",7.4,8.8,8.1,6.3,13.5,17.2,17.5,5.9,15.3,27.7,5.5,2.3,5.0,960,"7,363","8,326","3,713",307,17.5,37.44498902706657,15.7,3.4,18.0,4,2,9.9,0.0,0.0,0.2,1.2,0.2,3.2,0.5,0.0,0.5,2.0,0.0,0.0,81.4,7436.542537,32.992564900000005,35.6843813688009
קצרין,2020,הצפון,מועצה מקומית,153.1,9.0,10.89,688.8,7500.0,99.2,81.8,0.0,0.0,0.0,0.0,"3,654","3,846",7.3,8.8,7.8,7.1,13.3,17.1,17.3,5.7,15.6,27.3,5.6,2.8,-125.0,992,"7,567","9,956","3,961",316,18.3,28.5,13.0,3.2,35.0,4,2,9.9,0.9,0.0,0.2,1.2,0.2,3.2,0.5,0.0,0.5,2.0,0.0,0.0,81.4,7743.507833,32.992564900000005,35.6843813688009
קצרין,2021,הצפון,מועצה מקומית,156.1,9.0,10.89,723.3,7876.0,99.1,81.7,0.0,0.0,0.0,0.0,"3,850","4,027",7.2,8.1,8.6,7.1,13.4,17.2,16.9,5.6,16.0,27.7,6.2,3.6,-169.0,"1,010","8,115","8,831","3,680",309,22.2,37.44498902706657,11.7,2.8,32.0,5,1,11.1,1.0,0.0,0.2,0.7,0.4,3.3,1.6,0.0,0.3,13.9,0.0,0.0,67.5,8170.463525,32.992564900000005,35.6843813688009
קצרין,2022,הצפון,מועצה מקומית,156.1,9.0,10.89,698.5,7606.0,99.3,81.6,0.0,0.0,0.0,0.0,"3,716","3,890",7.4,8.3,8.6,6.4,13.4,17.0,17.3,5.7,16.0,27.6,6.0,1.4,-284.0,992,"7,567","9,956","3,961",316,20.3,29.7,11.0,3.0,30.0,5,1,11.1,1.0,0.0,0.2,0.7,0.4,3.3,1.6,0.0,0.3,13.9,0.0,0.0,67.5,7743.507833,32.992564900000005,35.6843813688009
קריית אונו,2016,תל אביב,עירייה,0.0,15.0,4.51,8558.758314855877,38600.0,100.0,97.5,0.0,0.0,0.0,0.0,18.6,20,9.1,10.0,8.1,5.8,9.5,23.2,15.5,4.6,14.2,30.9,6.2,2.1,-165.0,"4,721","13,664","13,470","17,354","1,433",54.2,63.1,18.5,3.4,406.0,8,9,57.0,2.9,0.7,0.2,1.3,1.3,0.4,1.3,0.2,1.5,0.0,1.8,12.6,18.8,13649.20243,32.0594063,34.8575826143052
קריית אונו,2017,תל אביב,עירייה,0.0,15.0,4.51,8736.141906873614,39400.0,99.9,97.5,0.0,0.0,0.0,0.0,19.1,20.3,8.8,10.0,8.5,6.1,9.1,22.8,16.0,4.2,14.4,31.1,6.1,2.1,-112.6666667,"4,707","13,892","13,981","17,148","1,612",54.2,63.1,18.5,3.4,406.0,8,9,57.0,2.9,0.7,0.2,1.3,1.3,0.4,1.3,0.2,1.5,0.0,1.8,12.6,18.8,13899.64755,32.0594063,34.8575826143052
קריית אונו,2018,תל אביב,עירייה,0.0,15.0,4.51,8865.853658536585,39985.0,99.9,97.5,0.0,0.0,0.0,0.0,"19,464","20,521",8.3,10.1,8.6,6.4,9.0,22.4,16.5,4.1,14.6,31.2,6.0,1.5,-80.0,"4,735","14,532","14,649","17,677","1,500",54.6,63.2,18.7,3.3,835.0,8,9,57.0,2.9,0.7,0.2,1.3,1.3,0.4,1.3,0.2,1.5,0.0,1.8,12.6,18.8,14541.15159,32.0594063,34.8575826143052
קריית אונו,2019,תל אביב,עירייה,0.0,15.0,4.52,8940.044247787611,40409.0,99.9,97.3,0.0,0.0,0.0,0.0,"19,665","20,744",7.8,9.8,8.9,6.7,8.9,21.5,17.4,4.0,14.9,31.1,6.2,1.1,279.0,"4,758","14,825","13,750","18,327","2,063",56.8,55.8,19.2,3.3,626.0,9,9,57.0,0.7,0.7,0.2,1.3,1.3,0.4,1.3,0.2,1.5,0.0,1.8,12.6,18.8,14716.23467,32.0594063,34.8575826143052
קריית אונו,2020,תל אביב,עירייה,0.0,20.0,4.56,8955.043859649124,40835.0,99.9,97.4,0.0,0.0,0.0,0.0,"19,843","20,992",7.2,9.4,9.3,7.0,9.0,20.8,18.1,3.9,15.2,30.5,6.5,1.1,-15.0,"4,761","14,504","13,913","17,445","1,966",57.9,55.0,22.0,3.6,1207.0,9,9,57.0,2.9,0.7,0.2,1.3,1.3,0.4,1.3,0.2,1.5,0.0,1.8,12.6,18.8,14444.14188,32.0594063,34.8575826143052
קריית אונו,2021,תל אביב,עירייה,0.0,15.0,4.6,9400.217391304348,43241.0,99.9,96.9,0.0,0.0,0.0,0.0,"20,953","22,288",6.7,8.6,9.4,7.6,9.6,19.4,19.4,4.0,15.3,29.5,7.2,3.2,66.0,"4,763","18,306","14,914","17,522","1,479",59.3,62.6,19.7,3.6,674.0,9,9,60.4,4.8,0.2,0.4,2.0,1.7,0.0,4.1,0.0,1.3,0.0,0.0,0.0,25.1,18041.97348,32.0594063,34.8575826143052
קריית אונו,2022,תל אביב,עירייה,0.0,15.0,4.6,9108.695652173914,41900.0,99.9,97.3,0.0,0.0,0.0,0.0,"20,309","21,591",6.9,9.1,9.5,7.3,9.2,19.8,19.0,3.9,15.4,30.1,6.9,2.6,246.0,"4,766","14,504","13,913","17,445","1,966",58.6,61.1,22.3,3.7,1171.0,9,9,60.4,4.8,0.2,0.4,2.0,1.7,0.0,4.1,0.0,1.3,0.0,0.0,0.0,25.1,14444.14188,32.0594063,34.8575826143052
קריית ארבע,2016,אזור יהודה והשומרון,מועצה מקומית,82.4,9.0,9.201761658031089,793.3263511154655,7300.0,100.0,97.8,0.0,0.0,0.0,0.0,3.6,3.7,14.3,12.0,9.5,10.9,16.1,15.6,9.9,3.5,8.0,42.8,3.4,2.3,-231.0,"1,116","5,755","8,678","3,068",109,24.4,56.1,21.6,5.1,55.0,2,3,19.1,2.5,0.2,0.7,1.1,0.7,0.9,1.6,0.0,0.0,0.0,10.9,3.0,59.3,5855.285489,33.210757099999995,35.574833502404715
קריית ארבע,2017,אזור יהודה והשומרון,מועצה מקומית,82.4,9.0,9.201761658031089,793.3263511154655,7300.0,100.0,97.9,0.0,0.0,0.0,0.0,3.6,3.8,14.2,12.4,9.2,10.8,16.3,15.7,9.5,3.8,8.1,42.2,3.4,0.9,-602.0,"1,143","5,929","9,679","3,034",114,24.4,56.1,21.6,5.1,55.0,3,3,19.1,2.5,0.2,0.7,1.1,0.7,0.9,1.6,0.0,0.0,0.0,10.9,3.0,59.3,6064.800508,33.210757099999995,35.574833502404715
קריית ארבע,2018,אזור יהודה והשומרון,מועצה מקומית,82.4,9.0,9.201761658031089,795.7171976530739,7322.0,100.0,97.9,0.0,0.0,0.0,0.0,"3,583","3,740",13.7,12.7,9.9,10.0,16.6,15.6,9.3,4.0,8.3,42.7,3.3,-0.2,14.0,"1,170","6,482","9,387","3,154",122,24.0,56.5,17.6,4.6,84.0,3,3,19.1,2.5,0.2,0.7,1.1,0.7,0.9,1.6,0.0,0.0,0.0,10.9,3.0,59.3,6590.183761,33.210757099999995,35.574833502404715
קריית ארבע,2019,אזור יהודה והשומרון,מועצה מקומית,82.4,9.0,9.201761658031089,796.151897,7326.0,100.0,97.8,0.0,0.0,0.0,0.0,"3,582","3,744",13.4,12.3,10.4,10.0,16.6,15.5,9.2,3.9,8.7,42.4,3.4,0.0,-410.0,"1,201","6,582","8,140","3,171",142,26.4,35.7,18.7,4.5,207.89350180505411,3,3,19.1,0.2,0.2,0.7,1.1,0.7,0.9,1.6,0.0,0.0,0.0,10.9,3.0,59.3,6648.778147,33.210757099999995,35.574833502404715
קריית ארבע,2020,אזור יהודה והשומרון,מועצה מקומית,82.4,9.0,9.201761658031089,797.4559951349707,7338.0,100.0,97.8,0.0,0.0,0.0,0.0,"3,636","3,702",13.1,11.9,11.2,9.5,16.1,16.0,9.4,3.8,9.0,42.3,3.6,0.2,763.0,"1,250","7,168","8,464","3,531",179,27.8,42.9,15.9,4.4,48.0,3,3,19.1,2.5,0.2,0.7,1.1,0.7,0.9,1.6,0.0,0.0,0.0,10.9,3.0,59.3,7230.52938,33.210757099999995,35.574833502404715
קריית ארבע,2021,אזור יהודה והשומרון,מועצה מקומית,83.2,9.0,9.201761658031089,813.9745712129913,7490.0,100.0,97.7,0.0,0.0,0.0,0.0,"3,743","3,747",12.2,11.2,11.4,9.8,16.9,15.4,10.0,3.4,9.7,41.1,3.9,-0.1,-55.0,"1,337","7,497","8,344","3,333",126,30.4,47.5,19.1,4.5,207.89350180505411,3,3,30.7,2.5,0.2,0.5,1.7,0.5,1.5,2.2,0.2,0.2,0.0,11.1,8.9,39.8,7527.853426,33.210757099999995,35.574833502404715
קריית ארבע,2022,אזור יהודה והשומרון,מועצה מקומית,83.2,9.0,9.201761658031089,814.9526447965584,7499.0,100.0,97.8,0.0,0.0,0.0,0.0,"3,725","3,774",13.2,11.1,10.9,9.9,16.7,15.6,9.7,3.6,9.3,41.7,3.7,2.2,-91.0,"1,293","7,168","8,464","3,531",179,29.5,37.44498902706657,20.9,4.8,207.89350180505411,3,3,30.7,2.5,0.2,0.5,1.7,0.5,1.5,2.2,0.2,0.2,0.0,11.1,8.9,39.8,7230.52938,33.210757099999995,35.574833502404715
קריית אתא,2016,חיפה,עירייה,86.0,17.0,17.34,3264.1291810841985,56600.0,99.8,92.4,0.0,0.0,0.0,0.0,27.7,28.9,8.2,7.3,6.5,6.1,14.1,19.7,16.8,5.9,15.4,25.7,6.2,2.1,21.0,"6,834","8,308","9,339","27,546","1,467",18.5,38.8,11.5,2.7,260.0,6,5,33.0,1.8,0.2,1.1,0.9,4.0,5.1,1.5,0.0,0.7,7.9,2.6,16.4,24.8,8360.13101,32.8072678,35.1171143
קריית אתא,2017,חיפה,עירייה,86.0,17.0,17.34,3316.0322952710494,57500.0,99.8,92.3,0.0,0.0,0.0,0.0,28.2,29.3,8.4,7.4,6.7,6.0,13.5,19.8,16.7,5.7,15.7,26.2,6.1,1.6,-191.0,"6,913","8,446","9,543","27,377","1,615",18.5,38.8,11.5,2.7,260.0,6,5,33.0,1.8,0.2,1.1,0.9,4.0,5.1,1.5,0.0,0.7,7.9,2.6,16.4,24.8,8507.108409,32.8072678,35.1171143
קריית אתא,2018,חיפה,עירייה,86.0,17.0,17.34,3360.322952710496,58268.0,99.8,92.3,0.0,0.0,0.0,0.0,"28,540","29,728",8.4,7.5,6.8,6.1,13.2,19.7,16.6,5.6,16.1,26.4,6.0,1.3,-323.0,"6,939","8,943","10,242","28,174","1,531",19.0,40.0,11.3,2.6,530.0,6,5,33.0,1.8,0.2,1.1,0.9,4.0,5.1,1.5,0.0,0.7,7.9,2.6,16.4,24.8,9009.950648,32.8072678,35.1171143
קריית אתא,2019,חיפה,עירייה,86.0,17.0,17.34,3404.2675893886967,59030.0,99.8,92.0,0.0,0.0,0.0,0.0,"28,880","30,150",8.3,7.7,6.7,6.2,12.9,19.5,16.6,5.6,16.4,26.5,6.0,1.3,271.0,"6,961","9,100","9,372","29,481","2,072",20.9,42.5,11.1,2.5,221.0,6,5,33.0,0.2,0.2,1.1,0.9,4.0,5.1,1.5,0.0,0.7,7.9,2.6,16.4,24.8,9117.861503,32.8072678,35.1171143
קריית אתא,2020,חיפה,עירייה,86.0,15.0,17.41,3409.764503159104,59364.0,99.8,92.1,0.0,0.0,0.0,0.0,"29,069","30,296",8.1,7.8,6.7,6.1,12.8,19.4,16.6,5.6,16.9,26.3,6.2,0.6,310.0,"7,036","9,523","9,908","29,219","2,062",21.6,41.0,13.2,2.7,372.0,6,5,33.0,1.8,0.2,1.1,0.9,4.0,5.1,1.5,0.0,0.7,7.9,2.6,16.4,24.8,9548.378664,32.8072678,35.1171143
קריית אתא,2021,חיפה,עירייה,86.5,17.0,24.16,2530.7119205298013,61142.0,99.7,91.7,0.0,0.0,0.0,0.0,"29,926","31,216",7.7,8.0,7.0,6.3,12.3,19.2,16.5,5.5,17.5,26.4,7.0,1.7,446.0,"7,048","10,387","10,068","27,392","1,701",23.4,38.6,11.5,2.5,374.0,6,5,35.0,2.1,0.0,1.0,0.9,2.4,6.1,3.4,0.0,0.9,9.2,2.9,23.3,12.8,10368.34881,32.8072678,35.1171143
קריית אתא,2022,חיפה,עירייה,86.5,17.0,17.34,3466.089965397924,60102.0,99.8,92.0,0.0,0.0,0.0,0.0,"29,416","30,686",8.0,7.8,6.8,6.1,12.7,19.2,16.6,5.5,17.2,26.4,6.5,1.2,-1.0,"7,042","9,523","9,908","29,219","2,062",22.5,37.3,13.1,2.7,252.0,6,5,35.0,2.1,0.0,1.0,0.9,2.4,6.1,3.4,0.0,0.9,9.2,2.9,23.3,12.8,9548.378664,32.8072678,35.1171143
קריית ביאליק,2016,חיפה,עירייה,86.7,15.0,8.46,4645.390070921985,39300.0,99.9,91.9,0.0,0.0,0.0,0.0,18.9,20.4,7.7,6.7,5.8,5.4,12.1,20.8,16.0,6.4,19.1,23.4,7.9,0.6,-6.0,"4,805","8,843","9,689","19,554",959,23.5,45.8,10.8,2.8,364.0,7,5,29.2,1.8,0.1,1.9,2.0,7.8,3.2,1.5,0.0,0.2,1.1,0.7,34.2,16.3,8882.551211,32.8285812,35.0844915
קריית ביאליק,2017,חיפה,עירייה,86.7,15.0,8.46,4680.851063829787,39600.0,99.9,91.6,0.0,0.0,0.0,0.0,19,20.6,7.7,6.9,5.9,5.4,11.7,20.6,16.0,6.2,19.7,23.8,8.0,0.7,0.0,"4,868","8,940","10,071","19,279",986,23.5,45.8,10.8,2.8,364.0,7,5,29.2,1.8,0.1,1.9,2.0,7.8,3.2,1.5,0.0,0.2,1.1,0.7,34.2,16.3,8995.029164,32.8285812,35.0844915
קריית ביאליק,2018,חיפה,עירייה,86.7,15.0,8.46,4719.503546,39927.0,99.9,91.2,0.0,0.0,0.0,0.0,"19,253","20,674",7.5,7.0,6.1,5.4,11.5,20.5,16.0,6.0,19.9,24.0,7.7,0.9,-6.0,"4,903","9,450","10,357","19,568",996,24.9,49.3,10.1,2.8,170.0,7,5,29.2,1.8,0.1,1.9,2.0,7.8,3.2,1.5,0.0,0.2,1.1,0.7,34.2,16.3,9493.92978,32.8285812,35.0844915
